CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,AvgIncome,Measurement_Type,Measurement_Value
710565408,Existing Customer,59,M,0,Not specified,Not specified,$80K - $120K,Silver,40,34516.0,36.074267100977195,MonthsOnBookCategory,high
805543158,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,11086.0,36.89133425034388,MonthsOnBookCategory,high
709752183,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,11432.0,35.59700427960057,MonthsOnBookCategory,high
716479233,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,13258.0,35.8731843575419,MonthsOnBookCategory,high
713837058,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,2571.0,35.8817747823645,MonthsOnBookCategory,high
718876683,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5781.0,35.8817747823645,MonthsOnBookCategory,high
770746908,Existing Customer,44,M,4,Not specified,Married,$60K - $80K,Blue,30,7872.0,35.59700427960057,MonthsOnBookCategory,high
794843883,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,34516.0,36.074267100977195,MonthsOnBookCategory,high
803043933,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,11127.0,35.8817747823645,MonthsOnBookCategory,high
758076408,Existing Customer,50,M,2,Not specified,Single,$40K - $60K,Blue,43,1857.0,35.8731843575419,MonthsOnBookCategory,high
714606558,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,1913.0,35.8817747823645,MonthsOnBookCategory,high
778425408,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,3839.0,36.074267100977195,MonthsOnBookCategory,medium
714171108,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,2115.0,35.8731843575419,MonthsOnBookCategory,high
719662458,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,1438.3,35.8817747823645,MonthsOnBookCategory,high
713137233,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,27756.0,36.074267100977195,MonthsOnBookCategory,high
769425858,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,1438.3,35.59700427960057,MonthsOnBookCategory,high
711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,13878.0,35.8817747823645,MonthsOnBookCategory,high
788900883,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3106.0,35.8817747823645,MonthsOnBookCategory,high
758348808,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,34516.0,36.89133425034388,MonthsOnBookCategory,high
772336458,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,1438.3,35.8731843575419,MonthsOnBookCategory,high
708711483,Existing Customer,57,M,2,Not specified,Married,$80K - $120K,Blue,46,18871.0,36.074267100977195,MonthsOnBookCategory,high
717906783,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,5207.0,36.89133425034388,MonthsOnBookCategory,high
719437908,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,17965.0,36.074267100977195,MonthsOnBookCategory,high
769433508,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,2733.0,35.59700427960057,MonthsOnBookCategory,high
790096533,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,8863.0,35.59700427960057,MonthsOnBookCategory,high
720997383,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,1857.0,36.074267100977195,MonthsOnBookCategory,high
787541883,Existing Customer,44,M,3,Graduate,Not specified,$80K - $120K,Blue,33,34516.0,36.074267100977195,MonthsOnBookCategory,high
709930758,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,11107.0,35.8731843575419,MonthsOnBookCategory,high
789830058,Existing Customer,44,M,4,Not specified,Single,$80K - $120K,Blue,34,21573.0,36.074267100977195,MonthsOnBookCategory,high
710299608,Attrited Customer,53,F,2,Not specified,Married,Less than $40K,Blue,33,2859.0,35.8817747823645,MonthsOnBookCategory,high
710741208,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,5269.0,36.074267100977195,MonthsOnBookCategory,high
821797008,Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,1438.3,35.8731843575419,MonthsOnBookCategory,high
708874533,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,3387.0,35.8817747823645,MonthsOnBookCategory,high
715341858,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,1982.0,36.074267100977195,MonthsOnBookCategory,high
793636308,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,4645.0,36.074267100977195,MonthsOnBookCategory,high
713779908,Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36,2189.0,35.75359712230216,MonthsOnBookCategory,high
712125258,Attrited Customer,46,M,4,High School,Married,$120K +,Blue,30,2442.0,36.89133425034388,MonthsOnBookCategory,high
709703433,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,21304.0,35.59700427960057,MonthsOnBookCategory,high
721022433,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,7577.0,35.59700427960057,MonthsOnBookCategory,high
710103558,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,3234.0,36.89133425034388,MonthsOnBookCategory,high
715952883,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,4469.0,35.8731843575419,MonthsOnBookCategory,high
719731458,Existing Customer,56,M,3,Not specified,Not specified,$40K - $60K,Blue,46,2910.0,35.8731843575419,MonthsOnBookCategory,high
772390908,Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,3616.0,35.8731843575419,MonthsOnBookCategory,high
787348608,Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,3252.0,35.8817747823645,MonthsOnBookCategory,high
709485033,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,2358.0,35.8817747823645,MonthsOnBookCategory,high
715432608,Existing Customer,43,M,4,Not specified,Single,$60K - $80K,Blue,36,22322.0,35.59700427960057,MonthsOnBookCategory,high
799471833,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,3133.0,36.89133425034388,MonthsOnBookCategory,high
714187533,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,3540.0,35.8731843575419,MonthsOnBookCategory,high
779656908,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,6990.0,35.8731843575419,MonthsOnBookCategory,medium
788950158,Existing Customer,36,M,2,College,Not specified,$80K - $120K,Blue,22,34516.0,36.074267100977195,MonthsOnBookCategory,medium
778867533,Attrited Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1438.3,35.8731843575419,MonthsOnBookCategory,high
710620383,Existing Customer,43,M,4,Not specified,Married,$60K - $80K,Blue,35,24396.0,35.59700427960057,MonthsOnBookCategory,high
778661358,Existing Customer,46,F,1,Not specified,Married,Less than $40K,Blue,36,2474.0,35.8817747823645,MonthsOnBookCategory,high
789483333,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5214.0,35.8731843575419,MonthsOnBookCategory,high
809855808,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,5207.0,35.8817747823645,MonthsOnBookCategory,high
718464258,Existing Customer,51,F,3,Not specified,Not specified,Less than $40K,Blue,25,9512.0,35.8817747823645,MonthsOnBookCategory,high
708528483,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,23,3187.0,35.75359712230216,MonthsOnBookCategory,medium
771809733,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,3353.0,35.8731843575419,MonthsOnBookCategory,high
719942883,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,2290.0,35.59700427960057,MonthsOnBookCategory,high
807226683,Existing Customer,48,M,3,Not specified,Single,$40K - $60K,Blue,43,5279.0,35.8731843575419,MonthsOnBookCategory,high
717806133,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,23603.0,35.59700427960057,MonthsOnBookCategory,high
720615708,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,2601.0,35.8731843575419,MonthsOnBookCategory,high
714511758,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,40,6363.0,36.074267100977195,MonthsOnBookCategory,high
715050408,Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36,8029.0,36.074267100977195,MonthsOnBookCategory,high
721132233,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2410.0,35.8817747823645,MonthsOnBookCategory,high
719211558,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,3401.0,35.59700427960057,MonthsOnBookCategory,high
712069008,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,2260.0,35.8817747823645,MonthsOnBookCategory,medium
715996983,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,17682.0,36.074267100977195,MonthsOnBookCategory,high
773466258,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,4206.0,35.8731843575419,MonthsOnBookCategory,high
798983508,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,34516.0,36.074267100977195,MonthsOnBookCategory,high
719117433,Existing Customer,41,M,4,High School,Not specified,$80K - $120K,Blue,36,23018.0,36.074267100977195,MonthsOnBookCategory,high
716451183,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5556.0,35.8731843575419,MonthsOnBookCategory,high
718621608,Attrited Customer,54,F,2,High School,Married,Unknown,Blue,44,6094.0,35.75359712230216,MonthsOnBookCategory,high
715085733,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,2939.0,35.8731843575419,MonthsOnBookCategory,high
788977833,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,5362.0,36.074267100977195,MonthsOnBookCategory,high
720272958,Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,27126.0,36.89133425034388,MonthsOnBookCategory,high
708421833,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,3342.0,35.8817747823645,MonthsOnBookCategory,high
709173108,Attrited Customer,54,F,4,Graduate,Married,Unknown,Blue,40,2532.0,35.75359712230216,MonthsOnBookCategory,high
709879458,Existing Customer,54,F,3,Doctorate,Married,Unknown,Blue,46,1900.0,35.75359712230216,MonthsOnBookCategory,high
715120608,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,14546.0,35.59700427960057,MonthsOnBookCategory,high
770632758,Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36,2521.0,35.75359712230216,MonthsOnBookCategory,high
779078733,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,16427.0,35.59700427960057,MonthsOnBookCategory,high
771742533,Existing Customer,48,M,2,Graduate,Not specified,$40K - $60K,Blue,36,13068.0,35.8731843575419,MonthsOnBookCategory,high
720250158,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,23218.0,35.59700427960057,MonthsOnBookCategory,high
716458983,Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,36,3281.0,35.8731843575419,MonthsOnBookCategory,high
713747733,Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47,3096.0,35.8731843575419,MonthsOnBookCategory,high
712270158,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,52,2052.0,35.8731843575419,MonthsOnBookCategory,high
789562383,Existing Customer,38,F,1,High School,Not specified,Less than $40K,Blue,30,1438.3,35.8817747823645,MonthsOnBookCategory,high
754897008,Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,39,9432.0,35.8731843575419,MonthsOnBookCategory,high
819700533,Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,14938.0,36.89133425034388,MonthsOnBookCategory,high
712890408,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,2221.0,35.59700427960057,MonthsOnBookCategory,high
720248208,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,5731.0,35.59700427960057,MonthsOnBookCategory,high
779749908,Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,33,34516.0,35.59700427960057,MonthsOnBookCategory,high
717401883,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,22,6985.0,35.59700427960057,MonthsOnBookCategory,medium
721509558,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,42,24221.0,36.89133425034388,MonthsOnBookCategory,high
710572458,Existing Customer,36,F,3,High School,Married,Unknown,Blue,24,15439.0,35.75359712230216,MonthsOnBookCategory,medium
714576183,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,36,21637.0,36.074267100977195,MonthsOnBookCategory,high
721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,14543.0,36.89133425034388,MonthsOnBookCategory,high
711109908,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,9684.0,35.8817747823645,MonthsOnBookCategory,high
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36,5007.0,35.8731843575419,MonthsOnBookCategory,high
710027508,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,54,1616.0,35.59700427960057,MonthsOnBookCategory,high
787464408,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,19116.0,35.59700427960057,MonthsOnBookCategory,high
783542133,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,2759.0,35.8817747823645,MonthsOnBookCategory,high
708330858,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,8249.0,36.89133425034388,MonthsOnBookCategory,high
714426783,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,31,14041.0,35.75359712230216,MonthsOnBookCategory,high
712701333,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,43,5264.0,35.59700427960057,MonthsOnBookCategory,high
709494483,Existing Customer,63,F,0,Not specified,Married,Less than $40K,Blue,54,2420.0,35.8817747823645,MonthsOnBookCategory,high
773373108,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,2826.0,35.8817747823645,MonthsOnBookCategory,high
715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,12518.0,36.074267100977195,MonthsOnBookCategory,high
778286433,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,56,5876.0,35.8731843575419,MonthsOnBookCategory,high
789270033,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,37,34516.0,36.074267100977195,MonthsOnBookCategory,high
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,9648.0,35.8817747823645,MonthsOnBookCategory,high
720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,34516.0,36.074267100977195,MonthsOnBookCategory,high
709346133,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3025.0,35.75359712230216,MonthsOnBookCategory,high
788194458,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,3265.0,35.59700427960057,MonthsOnBookCategory,high
720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,6041.0,36.89133425034388,MonthsOnBookCategory,high
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,2293.0,35.8817747823645,MonthsOnBookCategory,high
708820308,Existing Customer,47,M,3,Post-Graduate,Not specified,$80K - $120K,Blue,36,13399.0,36.074267100977195,MonthsOnBookCategory,high
710558058,Existing Customer,46,F,3,Not specified,Married,Less than $40K,Blue,38,4317.0,35.8817747823645,MonthsOnBookCategory,high
770590758,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,3378.0,35.8731843575419,MonthsOnBookCategory,high
718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,5012.0,35.8817747823645,MonthsOnBookCategory,high
711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,2569.0,35.8817747823645,MonthsOnBookCategory,high
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,3471.0,35.8817747823645,MonthsOnBookCategory,high
718505958,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,34516.0,36.89133425034388,MonthsOnBookCategory,high
715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,3312.0,36.89133425034388,MonthsOnBookCategory,high
779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,2578.0,35.8817747823645,MonthsOnBookCategory,high
709278258,Attrited Customer,54,M,2,Not specified,Married,$40K - $60K,Blue,44,2902.0,35.8731843575419,MonthsOnBookCategory,high
778928283,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,2742.0,35.8817747823645,MonthsOnBookCategory,high
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,2077.0,35.8817747823645,MonthsOnBookCategory,high
799224108,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,6265.0,35.8817747823645,MonthsOnBookCategory,high
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,7819.0,35.59700427960057,MonthsOnBookCategory,high
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,2731.0,36.074267100977195,MonthsOnBookCategory,high
714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,1438.3,35.8731843575419,MonthsOnBookCategory,high
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,16286.0,36.074267100977195,MonthsOnBookCategory,high
716984658,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,34516.0,36.89133425034388,MonthsOnBookCategory,high
713086008,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,2609.0,35.8817747823645,MonthsOnBookCategory,high
713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,7567.0,35.59700427960057,MonthsOnBookCategory,high
719242533,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,22770.0,35.59700427960057,MonthsOnBookCategory,high
772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,3791.0,35.8817747823645,MonthsOnBookCategory,high
788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,2702.0,35.8817747823645,MonthsOnBookCategory,high
811898133,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,2555.0,35.8817747823645,MonthsOnBookCategory,high
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,2355.0,36.074267100977195,MonthsOnBookCategory,high
779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,5332.0,35.8731843575419,MonthsOnBookCategory,high
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,1443.0,35.8731843575419,MonthsOnBookCategory,high
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,10741.0,35.59700427960057,MonthsOnBookCategory,high
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,7984.0,35.59700427960057,MonthsOnBookCategory,high
