Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Avg_Utilization_Ratio,Age_Bin,Churn,Attrition_Flag_Churned,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
Existing Customer,52,1,45,3,6703.0,893,0.567,1388,0.133,50-55,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,53,2,36,2,3212.0,0,0.713,757,0.0,50-55,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,50,2,45,1,34516.0,1260,0.588,1504,0.037,45-50,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Existing Customer,41,3,36,1,9797.0,1434,0.644,1503,0.146,40-45,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,45,5,36,2,10400.0,1777,0.791,1105,0.171,40-45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Existing Customer,53,3,42,1,26792.0,1836,1.432,2398,0.069,50-55,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,67,1,56,3,3006.0,2517,2.053,1661,0.837,60+,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,57,2,36,3,19482.0,1072,0.706,1421,0.055,55-60,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Existing Customer,59,1,36,2,3356.0,985,0.35,999,0.294,55-60,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,45,2,34,2,5771.0,2248,1.791,1387,0.39,40-45,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,51,3,36,2,11106.0,2107,0.948,1243,0.19,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,59,1,54,3,2890.0,2001,1.334,1860,0.692,55-60,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,53,1,45,2,3380.0,1701,0.747,1502,0.503,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,47,3,36,1,21331.0,1251,0.949,1460,0.059,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,49,3,38,2,12860.0,0,0.646,1348,0.0,45-50,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,49,3,33,1,6278.0,462,1.161,1087,0.074,45-50,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,60,0,55,1,1438.3,738,0.782,1226,0.513,55-60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,50,2,36,1,9355.0,1626,0.701,1230,0.174,45-50,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,41,2,31,1,20758.0,0,0.688,1555,0.0,40-45,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,57,1,47,3,14612.0,1976,1.768,1827,0.135,55-60,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,43,4,27,2,27259.0,0,0.731,1376,0.0,40-45,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Existing Customer,57,3,47,2,6347.0,1594,0.896,1771,0.251,55-60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,54,3,41,3,21592.0,1676,1.097,1873,0.078,50-55,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,51,5,44,1,3449.0,1598,0.971,1679,0.463,50-55,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,47,3,34,1,6028.0,799,0.819,1002,0.133,45-50,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,41,0,36,2,18214.0,1998,0.829,1344,0.11,40-45,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Existing Customer,53,3,43,3,16393.0,1423,1.642,1461,0.087,50-55,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Attrited Customer,68,0,52,3,1438.3,900,0.743,760,0.626,60+,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,59,1,36,1,7871.0,1687,1.242,1428,0.214,55-60,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,48,4,36,3,5288.0,866,0.869,1777,0.164,45-50,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,44,5,32,5,11376.0,2006,0.619,1302,0.176,40-45,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,48,3,41,5,12302.0,1632,1.509,1483,0.133,45-50,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,47,4,33,2,34516.0,1679,0.623,1060,0.049,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Existing Customer,47,2,32,2,34516.0,1468,0.505,1330,0.043,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Existing Customer,43,1,35,2,10514.0,1580,0.504,1229,0.15,40-45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Attrited Customer,55,2,43,4,1438.3,0,0.707,886,0.0,50-55,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,59,2,46,3,1438.3,0,0.688,844,0.0,55-60,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,63,1,56,1,2619.0,1779,1.259,1450,0.679,60+,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,58,2,53,3,24407.0,2395,1.071,2311,0.098,55-60,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,53,2,36,1,2377.0,1649,0.93,1378,0.694,50-55,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,59,0,40,2,34516.0,1359,1.327,1033,0.039,55-60,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
Existing Customer,52,3,47,3,11086.0,2207,0.869,1523,0.199,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,48,3,36,2,11432.0,2517,0.615,1374,0.22,45-50,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,43,4,36,3,13258.0,1721,0.908,1080,0.13,40-45,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,48,2,36,2,2571.0,1955,0.531,1234,0.76,45-50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,43,4,31,2,5781.0,1168,0.638,1600,0.202,40-45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,44,4,30,1,7872.0,2509,0.971,1155,0.319,40-45,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,41,3,35,1,34516.0,1202,0.603,1353,0.035,40-45,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,44,3,38,1,11127.0,1835,2.368,1546,0.165,40-45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Existing Customer,50,2,43,1,1857.0,1603,0.579,1590,0.863,45-50,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,60,1,36,1,1913.0,1272,1.008,1448,0.665,55-60,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,44,4,24,3,3839.0,2295,0.569,1271,0.598,40-45,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,48,3,39,2,2115.0,1141,0.616,1223,0.539,45-50,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Existing Customer,44,2,27,2,1438.3,679,0.859,1117,0.472,40-45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Existing Customer,41,2,28,3,27756.0,1789,0.75,994,0.064,40-45,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,45,3,32,1,1438.3,0,0.81,1468,0.0,40-45,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,47,2,34,4,13878.0,2222,0.853,1658,0.16,45-50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Existing Customer,51,2,36,1,3106.0,1304,0.604,1368,0.42,50-55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,51,2,44,3,34516.0,1666,0.613,1218,0.048,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Attrited Customer,60,1,50,4,1438.3,1025,0.838,702,0.713,55-60,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,57,2,46,3,18871.0,1740,1.727,1516,0.092,55-60,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,41,5,29,2,5207.0,1748,1.073,1310,0.336,40-45,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,44,3,36,2,17965.0,1644,0.921,1767,0.092,40-45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Existing Customer,43,1,37,3,2733.0,1819,0.767,933,0.666,40-45,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,55,2,48,3,8863.0,1301,1.207,1512,0.147,50-55,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Attrited Customer,52,1,36,3,1857.0,1833,0.723,829,0.987,50-55,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,44,3,33,3,34516.0,0,0.483,1120,0.0,40-45,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Existing Customer,41,2,30,3,11107.0,1222,0.538,1506,0.11,40-45,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,44,4,34,1,21573.0,1585,0.621,1384,0.073,40-45,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Attrited Customer,53,2,33,3,2859.0,2517,0.993,817,0.88,50-55,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,39,2,36,2,5269.0,1475,1.148,2094,0.28,35-40,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Attrited Customer,49,5,45,2,1438.3,0,0.734,815,0.0,45-50,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Attrited Customer,45,2,36,3,3387.0,0,0.789,510,0.0,40-45,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,54,2,46,2,1982.0,1289,0.939,1377,0.65,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,49,3,43,2,4645.0,1650,0.912,1193,0.355,45-50,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,46,3,36,3,2189.0,1666,0.343,1287,0.761,45-50,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Attrited Customer,46,4,30,3,2442.0,0,0.98,701,0.0,45-50,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,47,3,38,1,21304.0,1532,1.018,1770,0.072,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,44,2,36,1,7577.0,2480,0.435,1409,0.327,40-45,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,50,3,31,1,3234.0,1486,0.868,1354,0.459,45-50,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,73,0,36,3,4469.0,1125,1.363,1765,0.252,60+,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,56,3,46,3,2910.0,709,0.538,1192,0.244,55-60,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Attrited Customer,59,0,48,4,3616.0,1054,0.616,687,0.291,55-60,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,70,0,56,2,3252.0,1495,0.581,1227,0.46,60+,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,55,2,36,3,2358.0,1152,0.969,1737,0.489,50-55,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,43,4,36,1,22322.0,953,0.769,1348,0.043,40-45,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,45,1,39,2,3133.0,1510,0.609,1435,0.482,40-45,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,45,2,35,3,3540.0,849,0.456,1321,0.24,40-45,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,40,1,23,3,6990.0,1378,0.73,1479,0.197,35-40,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,36,2,22,2,34516.0,1652,0.854,1283,0.048,35-40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Attrited Customer,59,0,40,4,1438.3,0,1.038,689,0.0,55-60,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,43,4,35,3,24396.0,1171,0.655,965,0.048,40-45,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,46,1,36,3,2474.0,2143,1.53,1541,0.866,45-50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,41,2,32,1,5214.0,795,0.707,1258,0.152,40-45,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,51,2,46,2,5207.0,1650,0.708,1339,0.317,50-55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,51,3,25,2,9512.0,1082,0.701,1007,0.114,50-55,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,43,4,23,3,3187.0,2430,0.617,1387,0.762,40-45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Attrited Customer,64,0,53,3,3353.0,0,1.021,960,0.0,60+,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,54,5,38,3,2290.0,1434,0.923,1119,0.626,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,48,3,43,1,5279.0,1115,0.549,1642,0.211,45-50,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,40,2,29,3,23603.0,0,0.795,1382,0.0,35-40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Existing Customer,57,0,45,2,2601.0,0,0.814,1232,0.0,55-60,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,45,4,40,3,6363.0,1029,0.838,1542,0.162,40-45,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,41,3,36,3,8029.0,1576,0.826,1094,0.196,40-45,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,42,4,31,2,2410.0,1769,0.759,1217,0.734,40-45,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,45,2,36,1,3401.0,0,0.898,744,0.0,40-45,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,42,4,23,2,2260.0,1007,0.84,1614,0.446,40-45,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,47,4,30,2,17682.0,2481,1.302,1747,0.14,45-50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Existing Customer,48,4,42,1,4206.0,1100,0.587,1144,0.262,45-50,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,43,1,37,3,34516.0,1440,1.117,1575,0.042,40-45,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Existing Customer,41,4,36,3,23018.0,2168,0.859,1463,0.094,40-45,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Existing Customer,54,1,44,2,5556.0,1711,1.434,1706,0.308,50-55,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Attrited Customer,54,2,44,3,6094.0,0,1.129,909,0.0,50-55,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,61,0,52,1,2939.0,1999,2.145,2434,0.68,60+,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,61,0,48,1,5362.0,1274,1.015,1876,0.238,60+,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Attrited Customer,48,2,36,3,27126.0,0,0.953,1000,0.0,45-50,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,45,4,36,3,3342.0,2517,0.771,1139,0.753,40-45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Attrited Customer,54,4,40,2,2532.0,2221,0.491,799,0.877,50-55,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,54,3,46,2,1900.0,1376,0.89,1881,0.724,50-55,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,44,3,37,3,14546.0,1703,0.955,1273,0.117,40-45,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,50,4,36,3,2521.0,1608,0.587,1328,0.638,45-50,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,55,2,36,4,16427.0,1682,0.631,1579,0.102,50-55,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,48,2,36,1,13068.0,1718,0.607,937,0.131,45-50,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Existing Customer,45,2,33,3,23218.0,1814,1.178,1749,0.078,40-45,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,60,0,36,1,3281.0,837,1.859,1424,0.255,55-60,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,55,2,47,3,3096.0,2217,0.799,2011,0.716,50-55,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,62,0,52,2,2052.0,1250,0.728,1208,0.609,60+,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,38,1,30,3,1438.3,583,0.888,1259,0.405,35-40,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,46,3,39,3,9432.0,1418,0.612,1319,0.15,45-50,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,50,0,45,2,14938.0,2303,0.804,949,0.154,45-50,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Existing Customer,45,2,36,3,2221.0,1343,0.869,1338,0.605,40-45,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,47,3,37,3,5731.0,1577,0.657,1554,0.275,45-50,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Existing Customer,48,4,33,2,34516.0,2061,0.722,1350,0.06,45-50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Existing Customer,35,3,22,2,6985.0,1130,0.963,1694,0.162,30-35,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,51,2,42,3,24221.0,1707,0.816,1678,0.07,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,36,3,24,1,15439.0,0,0.742,2069,0.0,35-40,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,47,4,36,3,21637.0,2030,0.776,1222,0.094,45-50,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,52,2,37,3,14543.0,0,0.788,1536,0.0,50-55,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,43,4,36,1,9684.0,2475,0.697,1400,0.256,40-45,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,63,2,36,2,5007.0,930,0.885,1050,0.186,60+,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,61,0,54,2,1616.0,1047,0.984,1389,0.648,60+,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,53,2,40,2,19116.0,0,0.656,1184,0.0,50-55,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,53,3,47,6,2759.0,2223,1.32,2093,0.806,50-55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,57,3,38,3,8249.0,1381,0.798,678,0.167,55-60,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,38,2,31,3,14041.0,2154,1.084,1467,0.153,35-40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,53,3,43,3,5264.0,2169,0.374,1219,0.412,50-55,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,63,0,54,2,2420.0,1912,1.256,1730,0.79,60+,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,49,4,43,2,2826.0,2070,0.541,1025,0.732,45-50,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,45,2,34,5,12518.0,1539,0.645,1165,0.123,40-45,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,67,0,56,2,5876.0,1297,1.012,2133,0.221,60+,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,48,3,37,2,34516.0,0,0.448,1122,0.0,45-50,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Existing Customer,51,2,38,1,9648.0,1926,0.549,1083,0.2,50-55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Existing Customer,52,2,40,3,34516.0,2177,1.32,1234,0.063,50-55,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Existing Customer,55,2,35,3,3025.0,2376,1.252,1277,0.785,50-55,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,34,3,26,3,3265.0,2517,0.952,1843,0.771,30-35,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,56,1,36,2,6041.0,1355,0.685,1747,0.224,55-60,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,44,2,36,3,2293.0,1823,0.617,1166,0.795,40-45,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,47,3,36,2,13399.0,2505,0.627,1326,0.187,45-50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Existing Customer,46,3,38,3,4317.0,2517,0.944,1619,0.583,45-50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,43,3,29,2,3378.0,1069,0.581,1285,0.316,40-45,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,50,1,36,1,5012.0,2242,0.816,1142,0.447,45-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,38,4,30,1,2569.0,1605,0.574,1190,0.625,35-40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,53,1,45,1,3471.0,1785,1.051,1052,0.514,50-55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,43,5,31,3,34516.0,1699,0.771,1628,0.049,40-45,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Existing Customer,53,1,36,3,3312.0,1844,0.986,1740,0.557,50-55,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,56,1,38,3,2578.0,2462,1.707,1378,0.955,55-60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,54,2,44,3,2902.0,2517,0.821,996,0.867,50-55,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,57,3,39,2,2742.0,2321,1.315,1389,0.846,55-60,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,62,1,53,3,2077.0,1571,1.031,1365,0.756,60+,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,46,4,40,1,6265.0,1942,1.027,1715,0.31,45-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,49,2,44,3,7819.0,1560,0.827,1582,0.2,45-50,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,52,3,42,3,2731.0,1692,0.62,1220,0.62,50-55,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Attrited Customer,58,1,36,4,1438.3,537,0.819,715,0.373,55-60,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,54,0,36,1,16286.0,1710,1.223,2552,0.105,50-55,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,49,1,39,2,34516.0,0,0.507,1106,0.0,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
